Page ID,Page name,Disclaimer,Amount spent (ARS)
331459911021936,Lalo Stelatto,Lalo Stelatto,13103
359514447487972,Martín Arjol,Martín Arjol,6815
100686031576569,Primero la gente,Secretaría de Medios y Comunicación Pública,2706
107473468922571,Es hora de levantarse,Es Hora de Levantarse,2169
105631721521791,Fernando Santacruz,Fernando Anibal Santacruz,2143
531559036880392,Tribunal Electoral de la Provincia de Misiones,Tribunal Electoral de la Provincia de Misiones,1748
1512924479004772,Martín Sereno,Martin Anibal Sereno,1682
1429940823885218,Javi Techeira,Javier Techeira,1209
2000063456707351,Sole Balán,Dpto Creativo,1079
320178711981750,Pablo Argañaraz,Pablo Argañaraz,936
105933872199149,Mística,Mística,776
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,704
111639701582977,Lorena González,Lorena Soledad  Gonzalez,384
185922194792026,Myriam Bregman,Frente de Izquierda,380
1563470893716356,Jair Dib,Jair Dib,347
525334380868858,Martín Lousteau,Martín Lousteau,342
101996084777901,Mariela Belski,Mariela Belski,237
452525851510103,Nicolás del Caño,Frente de Izquierda,163
304176325478,La Política Online,La Política Online,147
114271673602981,NEA HOY,NEA HOY,130
110806461830762,El Sol Web,El Sol Web,125
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,120
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,119
111064391804839,Argentina Productiva,Argentina Productiva,118
145806262649419,Fer Miño,Patria de Todos,116
109309353787521,Rodrigo Buteler,Rodrigo Buteler,114
125183747539071,Noticias Argentinas,Noticias Argentinas,110
260217841057049,Consultora Tendencias,Consultora Tendencias,106
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,≤100
403416169712996,Fundación para la Investigación Científica y los Estudios Sociales,Fundación para la Investigación Científica y los Estudios Sociales,≤100
378225769015907,Fundación Embajada Abierta,Fundación Embajada Abierta,≤100
821257038266581,Rita Núñez,Rita Vanesa Nuñez,≤100
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,≤100
104666747864207,Horacio Loreiro,These ads ran without a disclaimer,≤100
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,≤100
177720598950247,La Ciudad Desnuda,Juan Esteban Scoufalos,≤100
134557130216408,Jorge Jofré,Jorge Jofre,≤100
335926266503071,7D,7D,≤100
857382087671921,Maxi Abad,radicalesorg,≤100
113384436026702,Caren Tepp,Ciudad Futura,≤100
105493327767840,Newsweek Argentina,Newsweek Argentina,≤100
233734300112003,Juan Monteverde,Ciudad Futura,≤100
498039410528579,Andrea Blandini,Andrea Margarita Blandini,≤100
1884291398465992,Miky González Coria,Selva Mikaela Daniela González Coria,≤100
100932749306130,Noticias Andinas,Noticias Andinas,≤100
253989691391412,Alerta 140,Alerta 140,≤100
110039918575012,Noticias Express,Noticias Express,≤100
1408542766063285,Carla Carrizo,Ana Carla Carrizo,≤100
106548558037239,Corte media.,Corte Media,≤100
544640985878621,Argentinos Online,Argentinos Online,≤100
112090455034177,El Portavoz Oficial,El Portavoz,≤100
100921729540545,Andres Horacio Ibarra,Andres Horacio Ibarra,≤100
179776415525222,Lucas Franco,Lucas Elias Franco,≤100
104576835868164,Actualidad Central,Hak Team,≤100
450698558430080,Daniel Deiana,Daniel Deiana,≤100
411392586104186,Grupo San Juan,Marina Andrea Pustilnik,≤100
705172499580470,Gustavo Martinez,Gustavo Martinez,≤100
101961091604984,ARGMedios,arg medios,≤100
111509551806903,El Deportivo Web,El deportivo oficial,≤100
100513966017836,Noticias del Sur,Noticias del Sur,≤100
688131427879966,Subversiva.FM,These ads ran without a disclaimer,≤100
225996101110198,Consultora M.L & asociados,Martin Diego Ledesma,≤100
178919202140944,Francisco Quintana,Francisco Quintana,≤100
699758330894365,Actualidad Argentina,Actualidad Argentina,≤100
259700217384725,Le Monde diplomatique - Edición Cono Sur,Capital Intelectual S.A.,≤100
211047755609903,Anibal Calafell,Anibal Horacio Calafell,≤100
113783585451798,Mariano Mansilla,Mariano Victorio Mansilla Garodnik,≤100
109237045323181,Patagonia Noticias,Patagonia Noticias,≤100
114299924620455,Andrés Antonietti,Andres Antonietti,≤100
111600998225620,Noticias Zero,Noticias Zero,≤100
107796462136638,La República Noticias,La República Noticias,≤100
1395474550528787,Opinorte,Opinorte,≤100
428179387610545,Agenda Malvinas,Agenda Malvinas,≤100
1616731398614099,Marisa Fassi,Frente de Todos Cañuelas,≤100
1465312150186084,Argentinos por la Educación,Argentinos por la Educación,≤100
1120801237931271,Luis Piri Macagno,Luis Piri Macagno,≤100
238778949515431,El Cronista,El Cronista,≤100
624884470952813,Fernanda Gigliani,Fernanda Gigliani,≤100
797815127058039,Delighttourscancun,These ads ran without a disclaimer,≤100
103088908746605,Expertos Internacionales en Desarrollo Sostenible,Analía Marsella,≤100
104455719146837,El Meridiano,El Meridiano Noticias,≤100
133937418577537,Utopia Urbana,Utopía Urbana,≤100
106716278920168,Noticias Argentinas,Noticias Argentinas Web,≤100
773035579450748,Angel Causarano,Angel Causarano,≤100
107631983989726,Argentina Federal,Argentina Federal,≤100
433136076759972,Edhasa Argentina,Edhasa Argentina,≤100
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,≤100
1405120706440456,Conclusión,Diario Conclusión,≤100
112750202393508,Punta Querandí,Punta Querandí,≤100
101502682492367,Alfredo Aciar Jáchal 2023,These ads ran without a disclaimer,≤100
101436827987265,NOTAS De Opinión Resumidas,Carlos Fornaro,≤100
113898744658728,El Progreso Web,El Progreso,≤100
1036109556409571,Cultura Villa Maria,Cultura Villa Maria,≤100
131381938371647,Corta La Bocha Noticias,Corta La Bocha,≤100
102534516011045,La Gloria Noticias,La Gloria Noticias,≤100
103846469204203,La Ola Noticias,La Ola Noticias,≤100
111669735076988,Hora Cero,Hora Cero Noticias,≤100
103322152538185,La Verdad Noticias,La verdad noticias,≤100
100272671672857,Carlos Cisneros,Carlos Cisneros,≤100
442285665919263,Enrique Cresto,equipo digital,≤100
477463972361734,Rafa Moyano,Eduardo Dario Pereyra,≤100
103021535961289,Cede,Cede,≤100
723789384402976,Municipalidad de Juana Koslay,Juana Koslay,≤100
165042833621264,Schneider Electric,These ads ran without a disclaimer,≤100
459621964232344,Municipalidad de Cruz Del Eje,Municipalidad de Cruz del Eje,≤100
