Page ID,Page name,Disclaimer,Amount spent (USD)
104835755774891,ගොඩයමු - Godayamu,The Godayamu Collective,≤100
113015063934446,Team Sajith,Team Sajith,≤100
56427674252,Udaya Prabhath Gammanpila,Udaya Prabhath Gammanpila,≤100
103739228524767,VitaBee Store,Bhagya Sewmini Dullewe,≤100
101980502240710,Manju Nishshanka,Manju Nishshanka,≤100
232615047396691,FactCheck.lk,FactCheck,≤100
907404989409229,J. Kokilanath,Kokilanath Singh Jeyananda Singh,≤100
160578147843,Metropolitan College,Mohammed Ismail Mohammed Ihzaz,≤100
107384742126815,DVA For Animal Welfare Bill Sri Lanka,Dharma Voices for Animals,≤100
615715978614911,Shiraz Yoonus,Shiraz Yoonus,≤100
101231148241987,Truth with Chamuditha,Chamuditha Samarawickrama,≤100
111014922285371,Transparency International,These ads ran without a disclaimer,≤100
222957571664804,StudentHub,These ads ran without a disclaimer,≤100
116308369063243,Kambria,These ads ran without a disclaimer,≤100
115816835104562,Deutsche Bank,These ads ran without a disclaimer,≤100
