Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
860395507438977,Compromiso con el cambio,Santiago Raffo Arias,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
292074670808351,Frente Amplio,Frente Amplio,≤100
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100
104332872591412,Turismo Alagoas,These ads ran without a disclaimer,≤100
