Page ID,Page name,Disclaimer,Amount spent (GTQ)
187073013532,Partido VIVA,Partido Político Visión con Valores,≤100
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
473451232707178,Abogado Federico Barrios Aldana,Federico Javier Barrios Aldana,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
692778114417821,Ciclos CAP,These ads ran without a disclaimer,≤100
100990022892856,Movimiento Político WINAQ Totonicapán,Ricardo Mazariegos,≤100
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
281554395331686,República,"Republica GT, S.A.",≤100
106908785419555,Goberna Guatemala,Goberna,≤100
1552532851481889,Buckner Guatemala,David Torre,≤100
